r,rr,trtype,t,Value
p4,p1,AC,2015,14818.612
p4,p1,AC,2020,14818.612
p4,p1,AC,2023,14818.612
p4,p1,AC,2026,14818.612
p4,p1,AC,2029,14818.612
p4,p1,AC,2032,14818.612
p4,p1,AC,2035,14818.612
p4,p1,AC,2038,14818.612
p4,p1,AC,2041,14818.612
p4,p1,AC,2044,14818.612
p4,p1,AC,2047,14818.612
p4,p1,AC,2050,14818.612
p4,p2,AC,2010,10522.277
p4,p2,AC,2015,10522.277
p4,p2,AC,2020,10522.277
p4,p2,AC,2023,10522.277
p4,p2,AC,2026,10522.277
p4,p2,AC,2029,10522.277
p4,p2,AC,2032,10522.277
p4,p2,AC,2035,10522.277
p4,p2,AC,2038,10522.277
p4,p2,AC,2041,10522.277
p4,p2,AC,2044,10522.277
p4,p2,AC,2047,10522.277
p4,p2,AC,2050,10522.277
p4,p3,AC,2010,4054.573
p4,p3,AC,2015,4054.573
p4,p3,AC,2020,4054.573
p4,p3,AC,2023,4054.573
p4,p3,AC,2026,4054.573
p4,p3,AC,2029,4054.573
p4,p3,AC,2032,4054.573
p4,p3,AC,2035,4054.573
p4,p3,AC,2038,4054.573
p4,p3,AC,2041,4054.573
p4,p3,AC,2044,4054.573
p4,p3,AC,2047,4054.573
p4,p3,AC,2050,4054.573
p5,p2,AC,2010,18180.195
p5,p2,AC,2015,18180.195
p5,p2,AC,2020,18180.195
p5,p2,AC,2023,18180.195
p5,p2,AC,2026,18180.195
p5,p2,AC,2029,18180.195
p5,p2,AC,2032,18180.195
p5,p2,AC,2035,18180.195
p5,p2,AC,2038,18180.195
p5,p2,AC,2041,18180.195
p5,p2,AC,2044,18180.195
p5,p2,AC,2047,18180.195
p5,p2,AC,2050,18180.195
p5,p3,AC,2010,352.0
p5,p3,AC,2015,352.0
p5,p3,AC,2020,352.0
p5,p3,AC,2023,352.0
p5,p3,AC,2026,352.0
p5,p3,AC,2029,352.0
p5,p3,AC,2032,352.0
p5,p3,AC,2035,352.0
p5,p3,AC,2038,352.0
p5,p3,AC,2041,352.0
p5,p3,AC,2044,352.0
p5,p3,AC,2047,352.0
p5,p3,AC,2050,352.0
p5,p6,AC,2010,8904.33
p5,p6,AC,2015,8904.33
p5,p6,AC,2020,8904.33
p5,p6,AC,2023,8904.33
p5,p6,AC,2026,8904.33
p5,p6,AC,2029,8904.33
p5,p6,AC,2032,8904.33
p5,p6,AC,2035,8904.33
p5,p6,AC,2038,8904.33
p5,p6,AC,2041,8904.33
p5,p6,AC,2044,8904.33
p5,p6,AC,2047,8904.33
p5,p6,AC,2050,8904.33
p5,p7,AC,2010,4138.304
p5,p7,AC,2015,4138.304
p5,p7,AC,2020,4138.304
p5,p7,AC,2023,4138.304
p5,p7,AC,2026,4138.304
p5,p7,AC,2029,4138.304
p5,p7,AC,2032,4138.304
p5,p7,AC,2035,4138.304
p5,p7,AC,2038,4138.304
p5,p7,AC,2041,4138.304
p5,p7,AC,2044,4138.304
p5,p7,AC,2047,4138.304
p5,p7,AC,2050,4138.304
p5,p10,LCC,2010,2780.0
p5,p10,LCC,2015,2780.0
p5,p10,LCC,2020,2780.0
p5,p10,LCC,2023,2780.0
p5,p10,LCC,2026,2780.0
p5,p10,LCC,2029,2780.0
p5,p10,LCC,2032,2780.0
p5,p10,LCC,2035,2780.0
p5,p10,LCC,2038,2780.0
p5,p10,LCC,2041,2780.0
p5,p10,LCC,2044,2780.0
p5,p10,LCC,2047,2780.0
p5,p10,LCC,2050,2780.0
p5,p14,AC,2010,573.7
p5,p14,AC,2015,573.7
p5,p14,AC,2020,573.7
p5,p14,AC,2023,573.7
p5,p14,AC,2026,573.7
p5,p14,AC,2029,573.7
p5,p14,AC,2032,573.7
p5,p14,AC,2035,573.7
p5,p14,AC,2038,573.7
p5,p14,AC,2041,573.7
p5,p14,AC,2044,573.7
p5,p14,AC,2047,573.7
p5,p14,AC,2050,573.7
p5,p15,AC,2010,3800.762
p5,p15,AC,2015,3800.762
p5,p15,AC,2020,3800.762
p5,p15,AC,2023,3800.762
p5,p15,AC,2026,3800.762
p5,p15,AC,2029,3800.762
p5,p15,AC,2032,3800.762
p5,p15,AC,2035,3800.762
p5,p15,AC,2038,3800.762
p5,p15,AC,2041,3800.762
p5,p15,AC,2044,3800.762
p5,p15,AC,2047,3800.762
p5,p15,AC,2050,3800.762
p6,p5,AC,2010,7976.305
p6,p5,AC,2015,7976.305
p6,p5,AC,2020,7976.305
p6,p5,AC,2023,7976.305
p6,p5,AC,2026,7976.305
p6,p5,AC,2029,7976.305
p6,p5,AC,2032,7976.305
p6,p5,AC,2035,7976.305
p6,p5,AC,2038,7976.305
p6,p5,AC,2041,7976.305
p6,p5,AC,2044,7976.305
p6,p5,AC,2047,7976.305
p6,p5,AC,2050,7976.305
p6,p7,AC,2010,3117.7
p6,p7,AC,2015,3117.7
p6,p7,AC,2020,3117.7
p6,p7,AC,2023,3117.7
p6,p7,AC,2026,3117.7
p6,p7,AC,2029,3117.7
p6,p7,AC,2032,3117.7
p6,p7,AC,2035,3117.7
p6,p7,AC,2038,3117.7
p6,p7,AC,2041,3117.7
p6,p7,AC,2044,3117.7
p6,p7,AC,2047,3117.7
p6,p7,AC,2050,3117.7
p6,p8,AC,2010,488.117
p6,p8,AC,2015,488.117
p6,p8,AC,2020,488.117
p6,p8,AC,2023,488.117
p6,p8,AC,2026,488.117
p6,p8,AC,2029,488.117
p6,p8,AC,2032,665.191407
p6,p8,AC,2035,665.191407
p6,p8,AC,2038,1169.331318
p6,p8,AC,2041,1237.81622
p6,p8,AC,2044,1237.81622
p6,p8,AC,2047,1653.091336
p6,p8,AC,2050,2450.427056
p6,p9,AC,2010,4800.0
p6,p9,AC,2015,4800.0
p6,p9,AC,2020,4800.0
p6,p9,AC,2023,4800.0
p6,p9,AC,2026,4800.0
p6,p9,AC,2029,4800.0
p6,p9,AC,2032,4800.0
p6,p9,AC,2035,4800.0
p6,p9,AC,2038,4800.0
p6,p9,AC,2041,4800.0
p6,p9,AC,2044,4800.0
p6,p9,AC,2047,4800.0
p6,p9,AC,2050,4800.0
p7,p5,AC,2010,3703.2
p7,p5,AC,2015,3703.2
p7,p5,AC,2020,3703.2
p7,p5,AC,2023,3703.2
p7,p5,AC,2026,3703.2
p7,p5,AC,2029,3703.2
p7,p5,AC,2032,3703.2
p7,p5,AC,2035,3703.2
p7,p5,AC,2038,3703.2
p7,p5,AC,2041,3703.2
p7,p5,AC,2044,3703.2
p7,p5,AC,2047,3703.2
p7,p5,AC,2050,3703.2
p7,p6,AC,2010,3117.7
p7,p6,AC,2015,3117.7
p7,p6,AC,2020,3117.7
p7,p6,AC,2023,3117.7
p7,p6,AC,2026,3117.7
p7,p6,AC,2029,3117.7
p7,p6,AC,2032,3117.7
p7,p6,AC,2035,3117.7
p7,p6,AC,2038,3117.7
p7,p6,AC,2041,3117.7
p7,p6,AC,2044,3117.7
p7,p6,AC,2047,3117.7
p7,p6,AC,2050,3117.7
p7,p8,AC,2010,24.111
p7,p8,AC,2015,24.111
p7,p8,AC,2020,24.111
p7,p8,AC,2023,24.111
p7,p8,AC,2026,24.111
p7,p8,AC,2029,24.111
p7,p8,AC,2032,24.111
p7,p8,AC,2035,24.111
p7,p8,AC,2038,24.111
p7,p8,AC,2041,24.111
p7,p8,AC,2044,24.111
p7,p8,AC,2047,24.111
p7,p8,AC,2050,24.111
p7,p15,AC,2010,3938.4
p7,p15,AC,2015,3938.4
p7,p15,AC,2020,3938.4
p7,p15,AC,2023,3938.4
p7,p15,AC,2026,3938.4
p7,p15,AC,2029,3938.4
p7,p15,AC,2032,3938.4
p7,p15,AC,2035,3938.4
p7,p15,AC,2038,3938.4
p7,p15,AC,2041,3938.4
p7,p15,AC,2044,3938.4
p7,p15,AC,2047,4338.987047
p7,p15,AC,2050,4665.412644
p8,p6,AC,2010,378.458
p8,p6,AC,2015,378.458
p8,p6,AC,2020,378.458
p8,p6,AC,2023,378.458
p8,p6,AC,2026,378.458
p8,p6,AC,2029,378.458
p8,p6,AC,2032,555.532407
p8,p6,AC,2035,555.532407
p8,p6,AC,2038,1059.672318
p8,p6,AC,2041,1128.15722
p8,p6,AC,2044,1128.15722
p8,p6,AC,2047,1543.432336
p8,p6,AC,2050,2340.768056
p8,p7,AC,2010,30.662
p8,p7,AC,2015,30.662
p8,p7,AC,2020,30.662
p8,p7,AC,2023,30.662
p8,p7,AC,2026,30.662
p8,p7,AC,2029,30.662
p8,p7,AC,2032,30.662
p8,p7,AC,2035,30.662
p8,p7,AC,2038,30.662
p8,p7,AC,2041,30.662
p8,p7,AC,2044,30.662
p8,p7,AC,2047,30.662
p8,p7,AC,2050,30.662
p8,p9,AC,2010,300.953
p8,p9,AC,2015,300.953
p8,p9,AC,2020,300.953
p8,p9,AC,2023,300.953
p8,p9,AC,2026,300.953
p8,p9,AC,2029,300.953
p8,p9,AC,2032,300.953
p8,p9,AC,2035,300.953
p8,p9,AC,2038,300.953
p8,p9,AC,2041,324.784795
p8,p9,AC,2044,324.784795
p8,p9,AC,2047,767.711636
p8,p9,AC,2050,1526.296137
p9,p6,AC,2010,4800.0
p9,p6,AC,2015,4800.0
p9,p6,AC,2020,4800.0
p9,p6,AC,2023,4800.0
p9,p6,AC,2026,4800.0
p9,p6,AC,2029,4800.0
p9,p6,AC,2032,4800.0
p9,p6,AC,2035,4800.0
p9,p6,AC,2038,4800.0
p9,p6,AC,2041,4800.0
p9,p6,AC,2044,4800.0
p9,p6,AC,2047,4800.0
p9,p6,AC,2050,4800.0
p9,p8,AC,2010,308.981
p9,p8,AC,2015,308.981
p9,p8,AC,2020,308.981
p9,p8,AC,2023,308.981
p9,p8,AC,2026,308.981
p9,p8,AC,2029,308.981
p9,p8,AC,2032,308.981
p9,p8,AC,2035,308.981
p9,p8,AC,2038,308.981
p9,p8,AC,2041,332.812795
p9,p8,AC,2044,332.812795
p9,p8,AC,2047,775.739636
p9,p8,AC,2050,1534.324137
p9,p10,AC,2010,9328.34
p9,p10,AC,2015,9328.34
p9,p10,AC,2020,9328.34
p9,p10,AC,2023,9328.34
p9,p10,AC,2026,9328.34
p9,p10,AC,2029,9328.34
p9,p10,AC,2032,9328.34
p9,p10,AC,2035,9328.34
p9,p10,AC,2038,9328.34
p9,p10,AC,2041,9328.34
p9,p10,AC,2044,9328.34
p9,p10,AC,2047,9328.34
p9,p10,AC,2050,9328.34
p9,p12,AC,2010,297.86
p9,p12,AC,2015,297.86
p9,p12,AC,2020,297.86
p9,p12,AC,2023,297.86
p9,p12,AC,2026,297.86
p9,p12,AC,2029,297.86
p9,p12,AC,2032,297.86
p9,p12,AC,2035,297.86
p9,p12,AC,2038,297.86
p9,p12,AC,2041,297.86
p9,p12,AC,2044,297.86
p9,p12,AC,2047,297.86
p9,p12,AC,2050,297.86
p10,p5,LCC,2010,2780.0
p10,p5,LCC,2015,2780.0
p10,p5,LCC,2020,2780.0
p10,p5,LCC,2023,2780.0
p10,p5,LCC,2026,2780.0
p10,p5,LCC,2029,2780.0
p10,p5,LCC,2032,2780.0
p10,p5,LCC,2035,2780.0
p10,p5,LCC,2038,2780.0
p10,p5,LCC,2041,2780.0
p10,p5,LCC,2044,2780.0
p10,p5,LCC,2047,2780.0
p10,p5,LCC,2050,2780.0
p10,p9,AC,2010,6133.425
p10,p9,AC,2015,6133.425
p10,p9,AC,2020,6133.425
p10,p9,AC,2023,6133.425
p10,p9,AC,2026,6133.425
p10,p9,AC,2029,6133.425
p10,p9,AC,2032,6133.425
p10,p9,AC,2035,6133.425
p10,p9,AC,2038,6133.425
p10,p9,AC,2041,6133.425
p10,p9,AC,2044,6133.425
p10,p9,AC,2047,6133.425
p10,p9,AC,2050,6133.425
p10,p11,AC,2010,1998.433
p10,p11,AC,2015,1998.433
p10,p11,AC,2020,1998.433
p10,p11,AC,2023,1998.433
p10,p11,AC,2026,1998.433
p10,p11,AC,2029,1998.433
p10,p11,AC,2032,1998.433
p10,p11,AC,2035,1998.433
p10,p11,AC,2038,1998.433
p10,p11,AC,2041,1998.433
p10,p11,AC,2044,1998.433
p10,p11,AC,2047,1998.433
p10,p11,AC,2050,1998.433
p10,p13,AC,2010,8751.271
p10,p13,AC,2015,8751.271
p10,p13,AC,2020,8751.271
p10,p13,AC,2023,8751.271
p10,p13,AC,2026,8751.271
p10,p13,AC,2029,8751.271
p10,p13,AC,2032,8751.271
p10,p13,AC,2035,8751.271
p10,p13,AC,2038,8751.271
p10,p13,AC,2041,8751.271
p10,p13,AC,2044,8751.271
p10,p13,AC,2047,8751.271
p10,p13,AC,2050,8751.271
p10,p25,LCC,2010,1920.0
p10,p25,LCC,2015,1920.0
p10,p25,LCC,2020,1920.0
p10,p25,LCC,2023,1920.0
p10,p25,LCC,2026,1920.0
p10,p25,LCC,2029,1920.0
p10,p25,LCC,2032,1920.0
p10,p25,LCC,2035,1920.0
p10,p25,LCC,2038,1920.0
p10,p25,LCC,2041,1920.0
p10,p25,LCC,2044,1920.0
p10,p25,LCC,2047,1920.0
p10,p25,LCC,2050,1920.0
p10,p27,AC,2010,472.535
p10,p27,AC,2015,472.535
p10,p27,AC,2020,472.535
p10,p27,AC,2023,472.535
p10,p27,AC,2026,472.535
p10,p27,AC,2029,472.535
p10,p27,AC,2032,472.535
p10,p27,AC,2035,472.535
p10,p27,AC,2038,472.535
p10,p27,AC,2041,472.535
p10,p27,AC,2044,472.535
p10,p27,AC,2047,472.535
p10,p27,AC,2050,472.535
p10,p28,AC,2010,4899.847
p10,p28,AC,2015,4899.847
p10,p28,AC,2020,4899.847
p10,p28,AC,2023,4899.847
p10,p28,AC,2026,4899.847
p10,p28,AC,2029,4899.847
p10,p28,AC,2032,4899.847
p10,p28,AC,2035,4899.847
p10,p28,AC,2038,4899.847
p10,p28,AC,2041,4899.847
p10,p28,AC,2044,4899.847
p10,p28,AC,2047,4899.847
p10,p28,AC,2050,4899.847
p11,p10,AC,2010,4701.644
p11,p10,AC,2015,4701.644
p11,p10,AC,2020,4701.644
p11,p10,AC,2023,4701.644
p11,p10,AC,2026,4701.644
p11,p10,AC,2029,4701.644
p11,p10,AC,2032,4701.644
p11,p10,AC,2035,4701.644
p11,p10,AC,2038,4701.644
p11,p10,AC,2041,4701.644
p11,p10,AC,2044,4701.644
p11,p10,AC,2047,4701.644
p11,p10,AC,2050,4701.644
p12,p9,AC,2010,436.768
p12,p9,AC,2015,436.768
p12,p9,AC,2020,436.768
p12,p9,AC,2023,436.768
p12,p9,AC,2026,436.768
p12,p9,AC,2029,436.768
p12,p9,AC,2032,436.768
p12,p9,AC,2035,436.768
p12,p9,AC,2038,436.768
p12,p9,AC,2041,436.768
p12,p9,AC,2044,436.768
p12,p9,AC,2047,436.768
p12,p9,AC,2050,436.768
p12,p13,AC,2010,1195.72
p12,p13,AC,2015,1195.72
p12,p13,AC,2020,1195.72
p12,p13,AC,2023,1195.72
p12,p13,AC,2026,1195.72
p12,p13,AC,2029,1195.72
p12,p13,AC,2032,1195.72
p12,p13,AC,2035,1195.72
p12,p13,AC,2038,1195.72
p12,p13,AC,2041,1195.72
p12,p13,AC,2044,1195.72
p12,p13,AC,2047,1195.72
p12,p13,AC,2050,1195.72
p12,p15,AC,2010,500.0
p12,p15,AC,2015,500.0
p12,p15,AC,2020,500.0
p12,p15,AC,2023,500.0
p12,p15,AC,2026,500.0
p12,p15,AC,2029,500.0
p12,p15,AC,2032,500.0
p12,p15,AC,2035,500.0
p12,p15,AC,2038,500.0
p12,p15,AC,2041,1196.795096
p12,p15,AC,2044,1196.795096
p12,p15,AC,2047,1204.251875
p12,p15,AC,2050,1217.447104
p12,p25,AC,2010,894.873
p12,p25,AC,2015,894.873
p12,p25,AC,2020,894.873
p12,p25,AC,2023,894.873
p12,p25,AC,2026,894.873
p12,p25,AC,2029,894.873
p12,p25,AC,2032,894.873
p12,p25,AC,2035,894.873
p12,p25,AC,2038,894.873
p12,p25,AC,2041,894.873
p12,p25,AC,2044,894.873
p12,p25,AC,2047,894.873
p12,p25,AC,2050,894.873
p13,p10,AC,2010,8049.93
p13,p10,AC,2015,8049.93
p13,p10,AC,2020,8049.93
p13,p10,AC,2023,8049.93
p13,p10,AC,2026,8049.93
p13,p10,AC,2029,8049.93
p13,p10,AC,2032,8049.93
p13,p10,AC,2035,8049.93
p13,p10,AC,2038,8049.93
p13,p10,AC,2041,8049.93
p13,p10,AC,2044,8049.93
p13,p10,AC,2047,8049.93
p13,p10,AC,2050,8049.93
p13,p12,AC,2010,936.728
p13,p12,AC,2015,936.728
p13,p12,AC,2020,936.728
p13,p12,AC,2023,936.728
p13,p12,AC,2026,936.728
p13,p12,AC,2029,936.728
p13,p12,AC,2032,936.728
p13,p12,AC,2035,936.728
p13,p12,AC,2038,936.728
p13,p12,AC,2041,936.728
p13,p12,AC,2044,936.728
p13,p12,AC,2047,936.728
p13,p12,AC,2050,936.728
p13,p27,AC,2010,732.565
p13,p27,AC,2015,732.565
p13,p27,AC,2020,732.565
p13,p27,AC,2023,732.565
p13,p27,AC,2026,732.565
p13,p27,AC,2029,732.565
p13,p27,AC,2032,732.565
p13,p27,AC,2035,732.565
p13,p27,AC,2038,732.565
p13,p27,AC,2041,732.565
p13,p27,AC,2044,732.565
p13,p27,AC,2047,732.565
p13,p27,AC,2050,732.565
p13,p28,AC,2010,4939.872
p13,p28,AC,2015,4939.872
p13,p28,AC,2020,4939.872
p13,p28,AC,2023,4939.872
p13,p28,AC,2026,4939.872
p13,p28,AC,2029,4939.872
p13,p28,AC,2032,4939.872
p13,p28,AC,2035,4939.872
p13,p28,AC,2038,4939.872
p13,p28,AC,2041,4939.872
p13,p28,AC,2044,4939.872
p13,p28,AC,2047,4939.872
p13,p28,AC,2050,4939.872
p14,p2,AC,2010,3320.471
p14,p2,AC,2015,3320.471
p14,p2,AC,2020,3320.471
p14,p2,AC,2023,3320.471
p14,p2,AC,2026,3320.471
p14,p2,AC,2029,3320.471
p14,p2,AC,2032,3320.471
p14,p2,AC,2035,3320.471
p14,p2,AC,2038,3320.471
p14,p2,AC,2041,3320.471
p14,p2,AC,2044,3320.471
p14,p2,AC,2047,3320.471
p14,p2,AC,2050,3320.471
p14,p3,AC,2010,1773.938
p14,p3,AC,2015,1773.938
p14,p3,AC,2020,1773.938
p14,p3,AC,2023,1773.938
p14,p3,AC,2026,1773.938
p14,p3,AC,2029,1773.938
p14,p3,AC,2032,1773.938
p14,p3,AC,2035,1773.938
p14,p3,AC,2038,1773.938
p14,p3,AC,2041,1773.938
p14,p3,AC,2044,1773.938
p14,p3,AC,2047,1773.938
p14,p3,AC,2050,1773.938
p14,p5,AC,2010,450.843
p14,p5,AC,2015,450.843
p14,p5,AC,2020,450.843
p14,p5,AC,2023,450.843
p14,p5,AC,2026,450.843
p14,p5,AC,2029,450.843
p14,p5,AC,2032,450.843
p14,p5,AC,2035,450.843
p14,p5,AC,2038,450.843
p14,p5,AC,2041,450.843
p14,p5,AC,2044,450.843
p14,p5,AC,2047,450.843
p14,p5,AC,2050,450.843
p14,p15,AC,2010,1850.43
p14,p15,AC,2015,1850.43
p14,p15,AC,2020,1850.43
p14,p15,AC,2023,1850.43
p14,p15,AC,2026,1850.43
p14,p15,AC,2029,1850.43
p14,p15,AC,2032,1850.43
p14,p15,AC,2035,1850.43
p14,p15,AC,2038,1850.43
p14,p15,AC,2041,1850.43
p14,p15,AC,2044,1850.43
p14,p15,AC,2047,1850.43
p14,p15,AC,2050,1850.43
p14,p17,AC,2010,627.498
p14,p17,AC,2015,627.498
p14,p17,AC,2020,627.498
p14,p17,AC,2023,627.498
p14,p17,AC,2026,627.498
p14,p17,AC,2029,627.498
p14,p17,AC,2032,627.498
p14,p17,AC,2035,627.498
p14,p17,AC,2038,627.498
p14,p17,AC,2041,627.498
p14,p17,AC,2044,627.498
p14,p17,AC,2047,627.498
p14,p17,AC,2050,627.498
p15,p5,AC,2010,3527.628
p15,p5,AC,2015,3527.628
p15,p5,AC,2020,3527.628
p15,p5,AC,2023,3527.628
p15,p5,AC,2026,3527.628
p15,p5,AC,2029,3527.628
p15,p5,AC,2032,3527.628
p15,p5,AC,2035,3527.628
p15,p5,AC,2038,3527.628
p15,p5,AC,2041,3527.628
p15,p5,AC,2044,3527.628
p15,p5,AC,2047,3527.628
p15,p5,AC,2050,3527.628
p15,p7,AC,2010,1983.932
p15,p7,AC,2015,1983.932
p15,p7,AC,2020,1983.932
p15,p7,AC,2023,1983.932
p15,p7,AC,2026,1983.932
p15,p7,AC,2029,1983.932
p15,p7,AC,2032,1983.932
p15,p7,AC,2035,1983.932
p15,p7,AC,2038,1983.932
p15,p7,AC,2041,1983.932
p15,p7,AC,2044,1983.932
p15,p7,AC,2047,2384.519047
p15,p7,AC,2050,2710.944644
p15,p12,AC,2010,500.0
p15,p12,AC,2015,500.0
p15,p12,AC,2020,500.0
p15,p12,AC,2023,500.0
p15,p12,AC,2026,500.0
p15,p12,AC,2029,500.0
p15,p12,AC,2032,500.0
p15,p12,AC,2035,500.0
p15,p12,AC,2038,500.0
p15,p12,AC,2041,1196.795096
p15,p12,AC,2044,1196.795096
p15,p12,AC,2047,1204.251875
p15,p12,AC,2050,1217.447104
p15,p14,AC,2010,2609.012
p15,p14,AC,2015,2609.012
p15,p14,AC,2020,2609.012
p15,p14,AC,2023,2609.012
p15,p14,AC,2026,2609.012
p15,p14,AC,2029,2609.012
p15,p14,AC,2032,2609.012
p15,p14,AC,2035,2609.012
p15,p14,AC,2038,2609.012
p15,p14,AC,2041,2609.012
p15,p14,AC,2044,2609.012
p15,p14,AC,2047,2609.012
p15,p14,AC,2050,2609.012
p15,p16,AC,2010,2715.636
p15,p16,AC,2015,2715.636
p15,p16,AC,2020,2715.636
p15,p16,AC,2023,2715.636
p15,p16,AC,2026,2715.636
p15,p16,AC,2029,2715.636
p15,p16,AC,2032,2715.636
p15,p16,AC,2035,2715.636
p15,p16,AC,2038,2715.636
p15,p16,AC,2041,2715.636
p15,p16,AC,2044,2715.636
p15,p16,AC,2047,2715.636
p15,p16,AC,2050,2715.636
p15,p17,AC,2010,1810.939
p15,p17,AC,2015,1810.939
p15,p17,AC,2020,1810.939
p15,p17,AC,2023,1810.939
p15,p17,AC,2026,1810.939
p15,p17,AC,2029,1810.939
p15,p17,AC,2032,1810.939
p15,p17,AC,2035,1810.939
p15,p17,AC,2038,1810.939
p15,p17,AC,2041,1810.939
p15,p17,AC,2044,1810.939
p15,p17,AC,2047,1810.939
p15,p17,AC,2050,1810.939
p16,p15,AC,2010,2891.905
