i,v,r,t,Value
distpv,init-1,p1,2010,6297.3315
distpv,init-1,p1,2015,43197.4845
distpv,init-1,p1,2020,145943.4195
distpv,init-1,p1,2023,241397.7075
distpv,init-1,p1,2026,259184.907
distpv,init-1,p1,2029,303597.666
distpv,init-1,p1,2032,403139.6955
distpv,init-1,p1,2035,463461.5025
distpv,init-1,p1,2038,483347.8125
distpv,init-1,p1,2041,502571.2455
distpv,init-1,p1,2044,524888.1045
distpv,init-1,p1,2047,548972.6355
distpv,init-1,p1,2050,577255.3875
distpv,init-1,p2,2010,2113.4094
distpv,init-1,p2,2015,14545.2294
distpv,init-1,p2,2020,48857.0526
distpv,init-1,p2,2023,81677.0574
distpv,init-1,p2,2026,88763.1948
distpv,init-1,p2,2029,101692.2876
distpv,init-1,p2,2032,125064.1092
distpv,init-1,p2,2035,136501.3836
distpv,init-1,p2,2038,143338.8846
distpv,init-1,p2,2041,149927.7492
distpv,init-1,p2,2044,157013.8866
distpv,init-1,p2,2047,165343.206
distpv,init-1,p2,2050,174542.7528
distpv,init-1,p3,2010,1330.746
distpv,init-1,p3,2015,9448.2966
distpv,init-1,p3,2020,32736.3516
distpv,init-1,p3,2023,54028.2876
distpv,init-1,p3,2026,60149.7192
distpv,init-1,p3,2029,77050.1934
distpv,init-1,p3,2032,106592.7546
distpv,init-1,p3,2035,119101.767
distpv,init-1,p3,2038,123360.1542
distpv,init-1,p3,2041,127485.4668
distpv,init-1,p3,2044,132010.0032
distpv,init-1,p3,2047,137998.3602
distpv,init-1,p3,2050,146248.9854
distpv,init-1,p4,2010,138.8103
distpv,init-1,p4,2015,1249.2927
distpv,init-1,p4,2020,4164.309
distpv,init-1,p4,2023,6940.515
distpv,init-1,p4,2026,7218.1356
distpv,init-1,p4,2029,8050.9974
distpv,init-1,p4,2032,9300.2901
distpv,init-1,p4,2035,9439.1004
distpv,init-1,p4,2038,9577.9107
distpv,init-1,p4,2041,9855.5313
distpv,init-1,p4,2044,9994.3416
distpv,init-1,p4,2047,10271.9622
distpv,init-1,p4,2050,10410.7725
distpv,init-1,p5,2010,12535.614
distpv,init-1,p5,2015,66379.0608
distpv,init-1,p5,2020,172036.3788
distpv,init-1,p5,2023,326881.0584
distpv,init-1,p5,2026,397677.4308
distpv,init-1,p5,2029,722767.6872
distpv,init-1,p5,2032,1262634.7968
distpv,init-1,p5,2035,1216193.3316
distpv,init-1,p5,2038,1233146.2572
distpv,init-1,p5,2041,1251293.0508
distpv,init-1,p5,2044,1274095.9296
distpv,init-1,p5,2047,1303942.6296
distpv,init-1,p5,2050,1340833.1508
distpv,init-1,p6,2010,2434.7436
distpv,init-1,p6,2015,13455.162
distpv,init-1,p6,2020,43825.3848
distpv,init-1,p6,2023,92520.2568
distpv,init-1,p6,2026,111870.0612
distpv,init-1,p6,2029,174532.6728
distpv,init-1,p6,2032,280251.8028
distpv,init-1,p6,2035,267949.9404
distpv,init-1,p6,2038,271409.8392
distpv,init-1,p6,2041,275766.7488
distpv,init-1,p6,2044,280892.5248
distpv,init-1,p6,2047,286787.1672
distpv,init-1,p6,2050,293706.9648
distpv,init-1,p7,2010,313.4268
distpv,init-1,p7,2015,1880.5608
distpv,init-1,p7,2020,4858.1154
distpv,init-1,p7,2023,9246.0906
distpv,init-1,p7,2026,10499.7978
distpv,init-1,p7,2029,17865.3276
distpv,init-1,p7,2032,31342.68
distpv,init-1,p7,2035,30245.6862
distpv,init-1,p7,2038,30715.8264
distpv,init-1,p7,2041,31499.3934
distpv,init-1,p7,2044,32282.9604
distpv,init-1,p7,2047,33536.6676
distpv,init-1,p7,2050,34633.6614
distpv,init-1,p8,2010,2070.2178
distpv,init-1,p8,2015,11977.6887
distpv,init-1,p8,2020,24103.2501
distpv,init-1,p8,2023,33862.8483
distpv,init-1,p8,2026,37707.5385
distpv,init-1,p8,2029,43178.8284
distpv,init-1,p8,2032,50572.4634
distpv,init-1,p8,2035,50424.5907
distpv,init-1,p8,2038,51311.8269
distpv,init-1,p8,2041,52494.8085
distpv,init-1,p8,2044,53825.6628
distpv,init-1,p8,2047,55304.3898
distpv,init-1,p8,2050,57670.353
distpv,init-1,p9,2010,348497.4804
distpv,init-1,p9,2015,2084847.4842
distpv,init-1,p9,2020,5342071.4463
distpv,init-1,p9,2023,7486558.4304
distpv,init-1,p9,2026,8174880.9807
distpv,init-1,p9,2029,9106698.1335
distpv,init-1,p9,2032,10406892.6
distpv,init-1,p9,2035,10155926.3823
distpv,init-1,p9,2038,10233577.8117
distpv,init-1,p9,2041,10346052.3048
distpv,init-1,p9,2044,10518566.5629
distpv,init-1,p9,2047,10761527.4786
distpv,init-1,p9,2050,11053854.4233
distpv,init-1,p10,2010,545383.4487
distpv,init-1,p10,2015,3328977.4548
distpv,init-1,p10,2020,9211190.9082
distpv,init-1,p10,2023,13222375.7754
distpv,init-1,p10,2026,14670414.9033
distpv,init-1,p10,2029,16494676.4676
distpv,init-1,p10,2032,18616230.2529
distpv,init-1,p10,2035,17959753.3953
distpv,init-1,p10,2038,18062675.6145
distpv,init-1,p10,2041,18244006.4838
distpv,init-1,p10,2044,18521826.9336
distpv,init-1,p10,2047,18891790.5864
distpv,init-1,p10,2050,19361199.3564
distpv,init-1,p11,2010,96589.7478
distpv,init-1,p11,2015,612088.878
distpv,init-1,p11,2020,1769750.6172
distpv,init-1,p11,2023,2464630.7076
distpv,init-1,p11,2026,2693191.0632
distpv,init-1,p11,2029,2974999.6131
distpv,init-1,p11,2032,3266891.7081
distpv,init-1,p11,2035,3086803.1307
distpv,init-1,p11,2038,3102016.9005
distpv,init-1,p11,2041,3129967.7799
distpv,init-1,p11,2044,3166233.1614
distpv,init-1,p11,2047,3206567.3418
distpv,init-1,p11,2050,3255039.12
distpv,init-1,p12,2010,6600.2904
distpv,init-1,p12,2015,41801.8392
distpv,init-1,p12,2020,94604.1624
distpv,init-1,p12,2023,131272.4424
distpv,init-1,p12,2026,153090.069
distpv,init-1,p12,2029,202225.5642
distpv,init-1,p12,2032,267128.4198
distpv,init-1,p12,2035,286012.584
distpv,init-1,p12,2038,296279.7024
distpv,init-1,p12,2041,305263.431
distpv,init-1,p12,2044,314247.1596
distpv,init-1,p12,2047,327081.0576
distpv,init-1,p12,2050,344865.1734
distpv,init-1,p13,2010,17025.5007
distpv,init-1,p13,2015,193871.0241
distpv,init-1,p13,2020,914800.2903
distpv,init-1,p13,2023,1444238.4411
distpv,init-1,p13,2026,1558840.1985
distpv,init-1,p13,2029,1731475.1142
distpv,init-1,p13,2032,1955186.532
distpv,init-1,p13,2035,1898984.0727
distpv,init-1,p13,2038,1913080.455
distpv,init-1,p13,2041,1939808.6604
distpv,init-1,p13,2044,1974408.8715
distpv,init-1,p13,2047,2028231.4221
distpv,init-1,p13,2050,2090292.1182
distpv,init-1,p14,2015,825.8688
distpv,init-1,p14,2020,13626.8352
distpv,init-1,p14,2023,432067.0272
distpv,init-1,p14,2026,453539.616
distpv,init-1,p14,2029,473498.112
distpv,init-1,p14,2032,488226.1056
distpv,init-1,p14,2035,448584.4032
distpv,init-1,p14,2038,450098.496
distpv,init-1,p14,2041,452713.7472
distpv,init-1,p14,2044,455879.5776
distpv,init-1,p14,2047,459595.9872
distpv,init-1,p14,2050,463312.3968
distpv,init-1,p15,2015,1630.116
distpv,init-1,p15,2020,31950.2736
distpv,init-1,p15,2023,244028.3652
distpv,init-1,p15,2026,258536.3976
distpv,init-1,p15,2029,282988.1376
distpv,init-1,p15,2032,318361.6548
distpv,init-1,p15,2035,314612.388
distpv,init-1,p15,2038,320643.8172
distpv,init-1,p15,2041,329609.4552
distpv,init-1,p15,2044,340531.2324
distpv,init-1,p15,2047,353083.1256
distpv,init-1,p15,2050,367591.158
distpv,init-1,p16,2010,151.3671
distpv,init-1,p16,2015,2270.5065
distpv,init-1,p16,2020,52827.1179
distpv,init-1,p16,2023,502992.8733
distpv,init-1,p16,2026,527817.0777
distpv,init-1,p16,2029,550219.4085
distpv,init-1,p16,2032,567172.5237
distpv,init-1,p16,2035,521913.7608
distpv,init-1,p16,2038,524335.6344
distpv,init-1,p16,2041,528422.5461
distpv,init-1,p16,2044,532812.192
distpv,init-1,p16,2047,537201.8379
distpv,init-1,p16,2050,542348.3193
distpv,init-1,p17,2010,141.645
distpv,init-1,p17,2015,991.515
distpv,init-1,p17,2020,7223.895
distpv,init-1,p17,2023,13597.92
distpv,init-1,p17,2026,16005.885
distpv,init-1,p17,2029,20680.17
distpv,init-1,p17,2032,29462.16
distpv,init-1,p17,2035,34278.09
distpv,init-1,p17,2038,36969.345
distpv,init-1,p17,2041,40227.18
distpv,init-1,p17,2044,44618.175
distpv,init-1,p17,2047,51842.07
distpv,init-1,p17,2050,74221.98
distpv,init-1,p18,2010,142.5405
distpv,init-1,p18,2015,1140.324
distpv,init-1,p18,2020,8694.9705
distpv,init-1,p18,2023,16249.617
distpv,init-1,p18,2026,18957.8865
distpv,init-1,p18,2029,24802.047
distpv,init-1,p18,2032,35064.963
distpv,init-1,p18,2035,39341.178
distpv,init-1,p18,2038,41479.2855
distpv,init-1,p18,2041,43047.231
distpv,init-1,p18,2044,45042.798
distpv,init-1,p18,2047,46753.284
distpv,init-1,p18,2050,49176.4725
distpv,init-1,p19,2015,134.2704
distpv,init-1,p19,2020,537.0816
distpv,init-1,p19,2023,939.8928
distpv,init-1,p19,2026,1208.4336
distpv,init-1,p19,2029,1611.2448
distpv,init-1,p19,2032,3222.4896
distpv,init-1,p19,2035,3491.0304
distpv,init-1,p19,2038,4699.464
distpv,init-1,p19,2041,5102.2752
distpv,init-1,p19,2044,5370.816
distpv,init-1,p19,2047,6713.52
distpv,init-1,p19,2050,8593.3056
distpv,init-1,p20,2010,144.9861
distpv,init-1,p20,2015,1159.8888
distpv,init-1,p20,2020,8699.166
distpv,init-1,p20,2023,15803.4849
distpv,init-1,p20,2026,18993.1791
distpv,init-1,p20,2029,25662.5397
distpv,init-1,p20,2032,35956.5528
distpv,init-1,p20,2035,39291.2331
distpv,init-1,p20,2038,40886.0802
distpv,init-1,p20,2041,42625.9134
distpv,init-1,p20,2044,45090.6771
distpv,init-1,p20,2047,45670.6215
distpv,init-1,p20,2050,46975.4964
distpv,init-1,p21,2015,309.9324
distpv,init-1,p21,2020,2479.4592
distpv,init-1,p21,2023,6043.6818
distpv,init-1,p21,2026,13946.958
distpv,init-1,p21,2029,32232.9696
distpv,init-1,p21,2032,47574.6234
distpv,init-1,p21,2035,53773.2714
distpv,init-1,p21,2038,62916.2772
distpv,init-1,p21,2041,72369.2154
distpv,init-1,p21,2044,80427.4578
distpv,init-1,p21,2047,87865.8354
distpv,init-1,p21,2050,95149.2468
distpv,init-1,p22,2029,259.9032
distpv,init-1,p22,2032,519.8064
distpv,init-1,p22,2035,1039.6128
distpv,init-1,p22,2038,2209.1772
distpv,init-1,p22,2041,4158.4512
distpv,init-1,p22,2044,6107.7252
distpv,init-1,p22,2047,7407.2412
distpv,init-1,p22,2050,8446.854
distpv,init-1,p23,2020,444.5181
distpv,init-1,p23,2023,1333.5543
distpv,init-1,p23,2026,2667.1086
distpv,init-1,p23,2029,4741.5264
distpv,init-1,p23,2032,6223.2534
distpv,init-1,p23,2035,7112.2896
distpv,init-1,p23,2038,9483.0528
distpv,init-1,p23,2041,13335.543
distpv,init-1,p23,2044,16891.6878
distpv,init-1,p23,2047,19410.6237
distpv,init-1,p23,2050,21633.2142
distpv,init-1,p24,2010,155.0802
distpv,init-1,p24,2015,775.401
distpv,init-1,p24,2020,9614.9724
distpv,init-1,p24,2023,24192.5112
distpv,init-1,p24,2026,46213.8996
distpv,init-1,p24,2029,82347.5862
distpv,init-1,p24,2032,105299.4558
distpv,init-1,p24,2035,108090.8994
distpv,init-1,p24,2038,118791.4332
distpv,init-1,p24,2041,131973.2502
distpv,init-1,p24,2044,143449.185
distpv,init-1,p24,2047,152598.9168
distpv,init-1,p24,2050,161128.3278
distpv,init-1,p25,2010,5504.3505
distpv,init-1,p25,2015,119427.726
distpv,init-1,p25,2020,617488.047
distpv,init-1,p25,2023,870187.7745
distpv,init-1,p25,2026,936907.1745
distpv,init-1,p25,2029,1046827.386
distpv,init-1,p25,2032,1260329.466
distpv,init-1,p25,2035,1310702.613
distpv,init-1,p25,2038,1332386.418
distpv,init-1,p25,2041,1380090.789
distpv,init-1,p25,2044,1445309.0025
distpv,init-1,p25,2047,1592425.2795
distpv,init-1,p25,2050,1806427.755
distpv,init-1,p26,2010,153.1254
distpv,init-1,p26,2015,4287.5112
distpv,init-1,p26,2020,20518.8036
distpv,init-1,p26,2023,28634.4498
distpv,init-1,p26,2026,31084.4562
distpv,init-1,p26,2029,34606.3404
distpv,init-1,p26,2032,39046.977
distpv,init-1,p26,2035,39506.3532
distpv,init-1,p26,2038,41803.2342
distpv,init-1,p26,2041,44712.6168
distpv,init-1,p26,2044,47928.2502
distpv,init-1,p26,2047,52215.7614
distpv,init-1,p26,2050,60025.1568
distpv,init-1,p27,2010,8335.2276
distpv,init-1,p27,2015,49105.3626
distpv,init-1,p27,2020,143510.8752
distpv,init-1,p27,2023,210736.2978
distpv,init-1,p27,2026,224507.5434
distpv,init-1,p27,2029,247701.2202
distpv,init-1,p27,2032,267270.885
distpv,init-1,p27,2035,251325.2322
distpv,init-1,p27,2038,251868.834
distpv,init-1,p27,2041,254405.6424
distpv,init-1,p27,2044,258754.4568
distpv,init-1,p27,2047,267089.6844
distpv,init-1,p27,2050,276693.3162
distpv,init-1,p28,2010,160986.024
distpv,init-1,p28,2015,826799.226
distpv,init-1,p28,2020,1952231.202
distpv,init-1,p28,2023,2862096.276
distpv,init-1,p28,2026,3113866.656
distpv,init-1,p28,2029,3700473.264
distpv,init-1,p28,2032,4158070.524
distpv,init-1,p28,2035,3947833.068
distpv,init-1,p28,2038,3970621.044
distpv,init-1,p28,2041,4015829.448
distpv,init-1,p28,2044,4086582.438
distpv,init-1,p28,2047,4202543.832
distpv,init-1,p28,2050,4360038.15
distpv,init-1,p29,2010,2021.4546
distpv,init-1,p29,2015,10658.5788
distpv,init-1,p29,2020,27197.7528
distpv,init-1,p29,2023,40612.8606
distpv,init-1,p29,2026,42818.0838
distpv,init-1,p29,2029,46860.993
distpv,init-1,p29,2032,54946.8114
distpv,init-1,p29,2035,54395.5056
distpv,init-1,p29,2038,55130.58
distpv,init-1,p29,2041,56049.423
distpv,init-1,p29,2044,57335.8032
distpv,init-1,p29,2047,59724.795
distpv,init-1,p29,2050,62848.8612
distpv,init-1,p30,2010,44612.2215
distpv,init-1,p30,2015,282422.6757
distpv,init-1,p30,2020,883139.895
distpv,init-1,p30,2023,1269354.2697
distpv,init-1,p30,2026,1347471.18
distpv,init-1,p30,2029,1440155.3463
distpv,init-1,p30,2032,1520639.4357
distpv,init-1,p30,2035,1410292.4715
distpv,init-1,p30,2038,1412295.4692
distpv,init-1,p30,2041,1416665.646
distpv,init-1,p30,2044,1426134.3624
distpv,init-1,p30,2047,1445253.8859
distpv,init-1,p30,2050,1474570.4886
distpv,init-1,p31,2010,20222.6706
distpv,init-1,p31,2015,108671.3208
distpv,init-1,p31,2020,356041.5642
distpv,init-1,p31,2023,639771.7608
distpv,init-1,p31,2026,952916.751
distpv,init-1,p31,2029,1322440.0956
distpv,init-1,p31,2032,1559596.869
distpv,init-1,p31,2035,1584313.4664
distpv,init-1,p31,2038,1619447.8032
distpv,init-1,p31,2041,1661118.7608
distpv,init-1,p31,2044,1717088.5764
distpv,init-1,p31,2047,1792463.985
distpv,init-1,p31,2050,1883568.1374
distpv,init-1,p32,2020,318.7422
distpv,init-1,p32,2023,1434.3399
distpv,init-1,p32,2026,2868.6798
distpv,init-1,p32,2029,6693.5862
distpv,init-1,p32,2032,13546.5435
distpv,init-1,p32,2035,23268.1806
distpv,init-1,p32,2038,37770.9507
distpv,init-1,p32,2041,57373.596
distpv,init-1,p32,2044,80004.2922
distpv,init-1,p32,2047,104706.8127
distpv,init-1,p32,2050,130046.8176
distpv,init-1,p33,2010,63220.4928
distpv,init-1,p33,2015,295193.6031
distpv,init-1,p33,2020,686205.7656
distpv,init-1,p33,2023,1024369.5474
distpv,init-1,p33,2026,1293056.6418
distpv,init-1,p33,2029,1785320.3748
distpv,init-1,p33,2032,2484203.1663
distpv,init-1,p33,2035,2757664.725
distpv,init-1,p33,2038,2897770.5567
distpv,init-1,p33,2041,3074261.0991
distpv,init-1,p33,2044,3281374.0677
distpv,init-1,p33,2047,3292075.4532
distpv,init-1,p33,2050,3648513.9087
distpv,init-1,p34,2010,26803.0134
distpv,init-1,p34,2015,141825.2166
distpv,init-1,p34,2020,430445.745
distpv,init-1,p34,2023,634219.6482
distpv,init-1,p34,2026,728651.457
distpv,init-1,p34,2029,933135.3738
distpv,init-1,p34,2032,1243588.8204
distpv,init-1,p34,2035,1340860.6836
distpv,init-1,p34,2038,1392159.1662
distpv,init-1,p34,2041,1462095.5058
distpv,init-1,p34,2044,1541084.5188
distpv,init-1,p34,2047,1547297.1378
distpv,init-1,p34,2050,1678827.1572
distpv,init-1,p35,2015,285.1068
distpv,init-1,p35,2020,1853.1942
distpv,init-1,p35,2023,3421.2816
distpv,init-1,p35,2026,3848.9418
distpv,init-1,p35,2029,4989.369
distpv,init-1,p35,2032,7840.437
distpv,init-1,p35,2035,9693.6312
distpv,init-1,p35,2038,10834.0584
distpv,init-1,p35,2041,11689.3788
distpv,init-1,p35,2044,12402.1458
distpv,init-1,p35,2047,12829.806
distpv,init-1,p35,2050,13542.573
distpv,init-1,p36,2020,138.1647
distpv,init-1,p36,2023,138.1647
distpv,init-1,p36,2026,138.1647
distpv,init-1,p36,2029,276.3294
distpv,init-1,p36,2032,552.6588
distpv,init-1,p36,2035,967.1529
distpv,init-1,p36,2038,1796.1411
distpv,init-1,p36,2041,3039.6234
distpv,init-1,p36,2044,4973.9292
distpv,init-1,p36,2047,8704.3761
distpv,init-1,p36,2050,16994.2581
distpv,init-1,p37,2020,405.9846
distpv,init-1,p37,2023,1082.6256
distpv,init-1,p37,2026,1353.282
distpv,init-1,p37,2029,2029.923
distpv,init-1,p37,2032,3383.205
distpv,init-1,p37,2035,5954.4408
distpv,init-1,p37,2038,10149.615
distpv,init-1,p37,2041,17322.0096
distpv,init-1,p37,2044,27606.9528
distpv,init-1,p37,2047,43846.3368
distpv,init-1,p37,2050,67664.1
distpv,init-1,p38,2020,295.1688
distpv,init-1,p38,2023,590.3376
distpv,init-1,p38,2026,885.5064
distpv,init-1,p38,2029,1475.844
distpv,init-1,p38,2032,2804.1036
distpv,init-1,p38,2035,4870.2852
distpv,init-1,p38,2038,8707.4796
distpv,init-1,p38,2041,15643.9464
distpv,init-1,p38,2044,26270.0232
distpv,init-1,p38,2047,43537.398
distpv,init-1,p38,2050,67741.2396
distpv,init-1,p39,2015,168.9705
distpv,init-1,p39,2020,4055.292
distpv,init-1,p39,2023,8786.466
distpv,init-1,p39,2026,9969.2595
distpv,init-1,p39,2029,12334.8465
distpv,init-1,p39,2032,17234.991
distpv,init-1,p39,2035,22304.106
distpv,init-1,p39,2038,29400.867
distpv,init-1,p39,2041,37680.4215
distpv,init-1,p39,2044,44777.1825
distpv,init-1,p39,2047,52211.8845
distpv,init-1,p39,2050,59646.5865
distpv,init-1,p40,2015,828.087
distpv,init-1,p40,2020,12255.6876
distpv,init-1,p40,2023,20536.5576
distpv,init-1,p40,2026,23186.436
distpv,init-1,p40,2029,32129.7756
distpv,init-1,p40,2032,51838.2462
distpv,init-1,p40,2035,80821.2912
distpv,init-1,p40,2038,121728.789
distpv,init-1,p40,2041,167604.8088
distpv,init-1,p40,2044,209340.3936
distpv,init-1,p40,2047,254553.9438
distpv,init-1,p40,2050,300429.9636
distpv,init-1,p41,2015,950.0976
distpv,init-1,p41,2020,14093.1144
distpv,init-1,p41,2023,21693.8952
distpv,init-1,p41,2026,24227.4888
distpv,init-1,p41,2029,31986.6192
distpv,init-1,p41,2032,48771.6768
distpv,init-1,p41,2035,78224.7024
distpv,init-1,p41,2038,122879.2896
distpv,init-1,p41,2041,173709.5112
distpv,init-1,p41,2044,217414.0008
distpv,init-1,p41,2047,268719.2712
distpv,init-1,p41,2050,323508.2328
distpv,init-1,p42,2015,416.5362
distpv,init-1,p42,2020,2082.681
distpv,init-1,p42,2023,5137.2798
distpv,init-1,p42,2026,9163.7964
distpv,init-1,p42,2029,16106.0664
distpv,init-1,p42,2032,26241.7806
distpv,init-1,p42,2035,36655.1856
distpv,init-1,p42,2038,51372.798
distpv,init-1,p42,2041,70811.154
distpv,init-1,p42,2044,96081.0168
distpv,init-1,p42,2047,130375.8306
distpv,init-1,p42,2050,172723.6776
distpv,init-1,p43,2010,3184.3512
distpv,init-1,p43,2015,36354.6762
distpv,init-1,p43,2020,638727.7782
distpv,init-1,p43,2023,796751.2065
distpv,init-1,p43,2026,919348.7277
distpv,init-1,p43,2029,1092895.8681
distpv,init-1,p43,2032,1318586.7594
distpv,init-1,p43,2035,1454717.7732
distpv,init-1,p43,2038,1723132.0431
distpv,init-1,p43,2041,2058948.4134
distpv,init-1,p43,2044,2471321.8938
distpv,init-1,p43,2047,3001251.006
distpv,init-1,p43,2050,3623393.6217
distpv,init-1,p44,2010,139.2018
distpv,init-1,p44,2015,974.4126
distpv,init-1,p44,2020,14894.5926
distpv,init-1,p44,2023,21297.8754
distpv,init-1,p44,2026,27144.351
distpv,init-1,p44,2029,35914.0644
distpv,init-1,p44,2032,47467.8138
distpv,init-1,p44,2035,55680.72
distpv,init-1,p44,2038,67512.873
distpv,init-1,p44,2041,80876.2458
distpv,init-1,p44,2044,96327.6456
distpv,init-1,p44,2047,115259.0904
distpv,init-1,p44,2050,137670.5802
distpv,init-1,p45,2010,612.1992
distpv,init-1,p45,2015,3826.245
distpv,init-1,p45,2020,16376.3286
distpv,init-1,p45,2023,21273.9222
distpv,init-1,p45,2026,24334.9182
distpv,init-1,p45,2029,29844.711
distpv,init-1,p45,2032,39180.7488
distpv,init-1,p45,2035,44843.5914
distpv,init-1,p45,2038,52189.9818
distpv,init-1,p45,2041,60454.671
distpv,init-1,p45,2044,69484.6092
distpv,init-1,p45,2047,79279.7964
distpv,init-1,p45,2050,90299.382
distpv,init-1,p46,2010,647.859
distpv,init-1,p46,2015,2980.1514
distpv,init-1,p46,2020,12568.4646
distpv,init-1,p46,2023,22934.2086
distpv,init-1,p46,2026,30708.5166
distpv,init-1,p46,2029,54679.2996
distpv,init-1,p46,2032,101843.4348
distpv,init-1,p46,2035,160409.8884
distpv,init-1,p46,2038,240355.689
distpv,init-1,p46,2041,341680.8366
distpv,init-1,p46,2044,453242.1564
distpv,init-1,p46,2047,569468.061
distpv,init-1,p46,2050,686082.681
distpv,init-1,p47,2010,2236.7484
distpv,init-1,p47,2015,12861.3033
distpv,init-1,p47,2020,39143.097
distpv,init-1,p47,2023,76981.4241
distpv,init-1,p47,2026,118174.8738
distpv,init-1,p47,2029,167942.5257
distpv,init-1,p47,2032,199629.7947
distpv,init-1,p47,2035,205780.8528
distpv,init-1,p47,2038,212304.7023
distpv,init-1,p47,2041,219574.1346
distpv,init-1,p47,2044,228893.9196
distpv,init-1,p47,2047,239704.8702
distpv,init-1,p47,2050,251261.4036
distpv,init-1,p48,2010,738.7716
distpv,init-1,p48,2015,3693.858
distpv,init-1,p48,2020,6279.5586
distpv,init-1,p48,2023,11266.2669
distpv,init-1,p48,2026,21978.4551
distpv,init-1,p48,2029,48204.8469
distpv,init-1,p48,2032,109338.1968
distpv,init-1,p48,2035,207964.2054
distpv,init-1,p48,2038,322289.1105
distpv,init-1,p48,2041,416667.1824
distpv,init-1,p48,2044,483526.0122
distpv,init-1,p48,2047,532469.6307
distpv,init-1,p48,2050,577719.3912
distpv,init-1,p49,2020,521.1999
distpv,init-1,p49,2023,2084.7996
distpv,init-1,p49,2026,3127.1994
distpv,init-1,p49,2029,4864.5324
distpv,init-1,p49,2032,6949.332
distpv,init-1,p49,2035,8512.9317
distpv,init-1,p49,2038,10597.7313
distpv,init-1,p49,2041,13029.9975
distpv,init-1,p49,2044,15809.7303
distpv,init-1,p49,2047,18589.4631
distpv,init-1,p49,2050,20153.0628
distpv,init-1,p50,2010,171.4836
distpv,init-1,p50,2015,1886.3196
distpv,init-1,p50,2020,39955.6788
distpv,init-1,p50,2023,104433.5124
distpv,init-1,p50,2026,123982.6428
distpv,init-1,p50,2029,222585.7128
distpv,init-1,p50,2032,456317.8596
distpv,init-1,p50,2035,629687.7792
distpv,init-1,p50,2038,734121.2916
distpv,init-1,p50,2041,918637.6452
distpv,init-1,p50,2044,1214446.8552
distpv,init-1,p50,2047,1477674.1812
distpv,init-1,p50,2050,1673679.936
distpv,init-1,p51,2020,1133.1453
distpv,init-1,p51,2023,1942.5348
distpv,init-1,p51,2026,3561.3138
